Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,EmployeeType,TenureOfEmployee,GradeOfEmployee,LeaveCount_wellnessOfEmployee,yearsOfEmployeement
22,No,Research & Development,1,2,Life Sciences,4,3,Single,3375,0,4,3,Permanent,12,C,26,7
35,No,Research & Development,9,4,Medical,2,3,Single,5098,1,3,10,Permanent,8,A,15,4
33,No,Research & Development,15,2,Medical,2,4,Married,4878,0,3,9,Temp,21,B,30,4
32,No,Research & Development,29,4,Life Sciences,3,2,Single,2837,1,3,6,Permanent,6,D,17,9
40,No,Research & Development,1,4,Life Sciences,1,4,Married,2406,8,2,1,Temp,3,B,24,16
32,No,Sales,1,4,Medical,2,2,Married,2269,0,3,2,Permanent,21,C,21,10
39,No,Research & Development,24,1,Life Sciences,1,4,Single,4108,7,3,7,Permanent,4,A,5,16
38,No,Research & Development,10,3,Medical,2,3,Married,13206,3,3,18,Permanent,15,A,8,8
32,No,Sales,1,4,Marketing,3,4,Married,10422,1,3,14,Permanent,2,C,29,2
37,No,Research & Development,10,3,Life Sciences,3,4,Married,13744,1,3,16,Temp,15,C,29,8
25,No,Sales,8,2,Other,1,3,Divorced,4907,0,2,5,Temp,25,C,14,5
52,No,Sales,29,4,Life Sciences,1,4,Divorced,3482,2,2,9,Temp,5,A,26,7
44,No,Research & Development,1,3,Medical,2,4,Single,2436,6,3,4,Permanent,6,C,21,12
21,No,Sales,5,1,Medical,3,1,Single,2380,1,3,2,Permanent,12,D,4,6
39,No,Research & Development,9,3,Life Sciences,4,4,Single,19431,2,2,6,Permanent,14,A,28,2
23,Yes,Sales,9,3,Marketing,4,1,Married,1790,1,2,1,Temp,6,A,28,2
36,No,Sales,3,3,Medical,1,4,Married,7644,0,3,9,Permanent,19,A,3,5
36,No,Research & Development,4,2,Life Sciences,4,2,Divorced,5131,7,3,4,Temp,16,C,25,16
56,No,Research & Development,1,4,Life Sciences,3,3,Divorced,6306,1,2,13,Permanent,19,A,13,7
29,Yes,Research & Development,1,4,Medical,1,4,Married,4787,9,4,2,Permanent,22,A,25,9
42,No,Research & Development,2,3,Life Sciences,1,3,Married,18880,5,2,22,Temp,17,B,8,5
56,Yes,Research & Development,7,2,Technical Degree,4,3,Married,2339,8,1,10,Temp,13,C,5,16
41,No,Research & Development,28,4,Life Sciences,1,2,Married,13570,0,3,20,Permanent,25,B,11,1
34,No,Sales,28,3,Marketing,4,3,Married,6712,1,3,8,Permanent,10,A,25,3
36,No,Sales,15,4,Marketing,4,4,Divorced,5406,1,2,15,Permanent,22,B,27,2
41,No,Sales,3,3,Life Sciences,3,2,Divorced,8938,2,3,5,Temp,25,A,4,2
32,No,Research & Development,2,3,Technical Degree,4,1,Single,2439,1,3,4,Temp,15,B,4,6
35,No,Human Resources,26,4,Life Sciences,3,4,Single,8837,1,3,9,Permanent,23,D,5,2
38,No,Sales,10,2,Life Sciences,1,4,Married,5343,1,3,10,Temp,16,A,19,9
50,Yes,Sales,1,4,Life Sciences,2,3,Divorced,6728,7,3,6,Permanent,3,A,24,15
36,No,Sales,11,4,Marketing,2,4,Married,6652,4,2,6,Temp,2,C,9,5
45,No,Sales,20,3,Life Sciences,4,3,Single,4850,8,3,5,Permanent,19,D,9,12
40,No,Research & Development,2,4,Life Sciences,3,3,Single,2809,2,3,2,Permanent,17,D,23,7
35,No,Research & Development,18,4,Life Sciences,3,3,Married,5689,1,4,10,Temp,3,D,4,8
40,No,Research & Development,2,4,Medical,3,3,Married,2001,2,3,5,Temp,23,A,1,10
35,No,Research & Development,1,4,Life Sciences,3,4,Married,2977,1,3,4,Permanent,12,B,7,2
29,No,Research & Development,13,2,Other,4,2,Married,4025,4,3,4,Permanent,2,A,0,10
29,No,Research & Development,28,4,Medical,4,1,Single,3785,1,1,5,Temp,2,B,29,1
50,Yes,Sales,28,3,Marketing,4,1,Divorced,10854,4,3,3,Temp,2,B,25,9
39,No,Sales,24,1,Marketing,2,4,Married,12031,0,2,20,Temp,7,A,12,9
31,No,Research & Development,5,3,Medical,2,1,Single,9936,0,3,9,Permanent,3,A,7,10
26,No,Sales,5,3,Other,4,3,Single,2966,0,3,4,Permanent,21,A,16,5
36,No,Research & Development,23,2,Medical,3,4,Married,2571,4,3,5,Temp,20,B,10,10
39,No,Research & Development,6,1,Medical,4,1,Married,9991,4,3,7,Permanent,21,A,8,9
27,No,Research & Development,4,3,Life Sciences,2,2,Married,6142,1,3,6,Temp,10,A,9,5
49,No,Sales,2,3,Medical,4,2,Married,5390,2,2,9,Temp,25,D,15,9
34,No,Research & Development,8,3,Medical,2,3,Married,4404,2,4,4,Temp,2,A,10,6
